restaurant_id,item_name,category,price
10,Veg Supreme,Pizza,27.12
39,Biryani,Main Course,6.81
57,Fried Rice,Main Course,27.76
8,Paneer Butter Masala,Main Course,22.73
14,Pepperoni Pizza,Pizza,18.09
81,Ice Cream,Dessert,20.96
66,Butter Chicken,Main Course,10.91
67,Veg Burger,Burger,11.96
19,Cold Coffee,Beverage,19.97
86,Butter Chicken,Main Course,22.97
10,Cheesecake,Dessert,16.91
83,Cheese Burger,Burger,9.03
18,Mango Shake,Beverage,16.5
75,Mango Shake,Beverage,27.79
95,Pepperoni Pizza,Pizza,21.34
29,Chicken Burger,Burger,3.36
48,Coke,Beverage,9.65
54,Paneer Butter Masala,Main Course,13.98
66,Veg Burger,Burger,27.99
22,Veg Burger,Burger,15.86
37,Cheesecake,Dessert,24.71
91,Paneer Burger,Burger,14.77
36,Fried Rice,Main Course,27.66
13,Paneer Butter Masala,Main Course,15.78
89,Paneer Burger,Burger,18.22
86,Cheesecake,Dessert,10.81
1,Ice Cream,Dessert,14.02
67,Chicken Burger,Burger,20.54
25,Veg Supreme,Pizza,17.49
64,Coke,Beverage,6.13
7,Cheese Burger,Burger,10.98
67,Lemonade,Beverage,4.09
12,Pepperoni Pizza,Pizza,3.58
90,Veg Supreme,Pizza,5.89
16,Butter Chicken,Main Course,9.67
99,Veg Burger,Burger,21.32
14,Ice Cream,Dessert,3.91
65,Margherita Pizza,Pizza,22.01
5,Gulab Jamun,Dessert,17.7
9,Coke,Beverage,14.16
48,Chicken Burger,Burger,4.94
34,Farmhouse Pizza,Pizza,6.9
9,Margherita Pizza,Pizza,22.34
96,Brownie,Dessert,3.4
98,Fried Rice,Main Course,24.97
66,Cheesecake,Dessert,29.1
41,Cheese Burger,Burger,19.89
89,Coke,Beverage,22.89
99,Veg Supreme,Pizza,12.99
17,Veg Burger,Burger,21.7
59,Coke,Beverage,22.93
42,Farmhouse Pizza,Pizza,15.89
31,Cheesecake,Dessert,27.58
60,Biryani,Main Course,10.29
16,Fried Rice,Main Course,8.01
17,Paneer Burger,Burger,28.96
81,Cold Coffee,Beverage,10.51
32,Paneer Butter Masala,Main Course,4.53
57,Chicken Burger,Burger,14.05
78,Coke,Beverage,28.97
20,Lemonade,Beverage,23.75
45,Paneer Burger,Burger,21.49
46,Gulab Jamun,Dessert,12.73
45,Paneer Butter Masala,Main Course,14.23
45,Veg Burger,Burger,13.56
99,Butter Chicken,Main Course,5.88
19,Margherita Pizza,Pizza,8.9
49,Brownie,Dessert,8.27
46,Margherita Pizza,Pizza,12.23
17,Coke,Beverage,12.19
85,Margherita Pizza,Pizza,23.05
65,Cheese Burger,Burger,8.77
14,Brownie,Dessert,20.71
90,Chicken Burger,Burger,5.87
80,Brownie,Dessert,14.78
45,Cheesecake,Dessert,14.96
15,Cold Coffee,Beverage,4.93
21,Margherita Pizza,Pizza,21.34
29,Biryani,Main Course,15.37
15,Lemonade,Beverage,9.47
15,Paneer Butter Masala,Main Course,10.04
36,Margherita Pizza,Pizza,22.14
78,Biryani,Main Course,8.71
16,Ice Cream,Dessert,15.87
79,Chicken Burger,Burger,18.83
53,Cheesecake,Dessert,26.36
32,Farmhouse Pizza,Pizza,23.53
38,Margherita Pizza,Pizza,11.99
96,Pepperoni Pizza,Pizza,11.86
62,Cheesecake,Dessert,20.69
93,Chicken Burger,Burger,15.33
68,Mango Shake,Beverage,4.87
1,Brownie,Dessert,21.32
68,Farmhouse Pizza,Pizza,4.04
5,Farmhouse Pizza,Pizza,19.17
47,Paneer Butter Masala,Main Course,29.15
43,Coke,Beverage,19.47
56,Chicken Burger,Burger,8.0
5,Veg Burger,Burger,22.59
46,Cheesecake,Dessert,24.93
97,Cold Coffee,Beverage,25.57
25,Mango Shake,Beverage,17.29
37,Fried Rice,Main Course,7.15
52,Gulab Jamun,Dessert,28.48
5,Margherita Pizza,Pizza,14.23
82,Gulab Jamun,Dessert,9.3
33,Pepperoni Pizza,Pizza,16.73
38,Brownie,Dessert,18.36
75,Farmhouse Pizza,Pizza,4.29
93,Coke,Beverage,5.17
39,Coke,Beverage,24.83
95,Cheese Burger,Burger,7.14
78,Veg Supreme,Pizza,25.77
39,Gulab Jamun,Dessert,24.92
80,Brownie,Dessert,14.94
78,Biryani,Main Course,14.16
68,Brownie,Dessert,29.99
9,Brownie,Dessert,19.04
1,Cheese Burger,Burger,27.08
16,Pepperoni Pizza,Pizza,21.42
49,Cold Coffee,Beverage,10.17
87,Margherita Pizza,Pizza,25.94
35,Cheese Burger,Burger,7.6
92,Farmhouse Pizza,Pizza,18.39
95,Biryani,Main Course,29.22
36,Brownie,Dessert,8.1
79,Paneer Butter Masala,Main Course,29.02
32,Butter Chicken,Main Course,23.64
42,Coke,Beverage,14.26
48,Cheesecake,Dessert,23.94
37,Butter Chicken,Main Course,14.48
81,Coke,Beverage,12.95
40,Chicken Burger,Burger,4.67
57,Veg Burger,Burger,16.69
64,Butter Chicken,Main Course,23.66
33,Chicken Burger,Burger,23.44
71,Veg Burger,Burger,3.28
50,Biryani,Main Course,11.97
12,Paneer Butter Masala,Main Course,29.28
81,Coke,Beverage,7.97
7,Lemonade,Beverage,5.94
39,Veg Supreme,Pizza,22.74
66,Paneer Butter Masala,Main Course,11.31
70,Mango Shake,Beverage,12.41
12,Coke,Beverage,4.29
14,Veg Supreme,Pizza,12.59
64,Veg Burger,Burger,21.32
67,Brownie,Dessert,10.75
7,Fried Rice,Main Course,14.2
8,Biryani,Main Course,26.76
65,Coke,Beverage,4.75
91,Chicken Burger,Burger,9.71
28,Paneer Burger,Burger,6.36
84,Chicken Burger,Burger,12.51
54,Lemonade,Beverage,13.58
56,Brownie,Dessert,4.95
66,Coke,Beverage,28.55
14,Ice Cream,Dessert,10.02
67,Biryani,Main Course,19.39
3,Mango Shake,Beverage,25.66
10,Farmhouse Pizza,Pizza,10.46
7,Farmhouse Pizza,Pizza,14.92
61,Ice Cream,Dessert,12.7
26,Margherita Pizza,Pizza,25.54
67,Cheese Burger,Burger,18.63
4,Butter Chicken,Main Course,29.03
9,Farmhouse Pizza,Pizza,28.6
81,Cheese Burger,Burger,29.5
18,Veg Supreme,Pizza,8.4
16,Lemonade,Beverage,23.07
18,Veg Burger,Burger,29.91
4,Paneer Burger,Burger,9.03
4,Veg Burger,Burger,29.04
30,Chicken Burger,Burger,20.15
66,Brownie,Dessert,29.87
98,Mango Shake,Beverage,6.37
9,Brownie,Dessert,21.38
6,Cold Coffee,Beverage,28.02
38,Gulab Jamun,Dessert,29.22
36,Fried Rice,Main Course,7.72
35,Butter Chicken,Main Course,27.9
90,Coke,Beverage,23.59
91,Paneer Burger,Burger,7.05
35,Pepperoni Pizza,Pizza,17.09
61,Cheese Burger,Burger,26.04
34,Veg Supreme,Pizza,16.62
64,Ice Cream,Dessert,10.45
44,Brownie,Dessert,8.14
84,Chicken Burger,Burger,4.11
70,Ice Cream,Dessert,23.25
7,Ice Cream,Dessert,9.07
5,Veg Supreme,Pizza,26.53
59,Ice Cream,Dessert,25.42
8,Paneer Butter Masala,Main Course,4.65
60,Veg Supreme,Pizza,24.6
68,Paneer Burger,Burger,24.72
45,Paneer Butter Masala,Main Course,22.16
98,Biryani,Main Course,6.18
36,Paneer Burger,Burger,10.13
12,Coke,Beverage,7.23
14,Chicken Burger,Burger,13.26
24,Paneer Butter Masala,Main Course,3.09
68,Veg Supreme,Pizza,11.76
75,Fried Rice,Main Course,21.55
13,Butter Chicken,Main Course,11.5
16,Farmhouse Pizza,Pizza,5.52
82,Brownie,Dessert,28.12
32,Lemonade,Beverage,14.87
67,Cheesecake,Dessert,6.06
9,Mango Shake,Beverage,9.03
72,Ice Cream,Dessert,22.82
61,Veg Supreme,Pizza,23.21
66,Paneer Burger,Burger,19.35
80,Pepperoni Pizza,Pizza,4.88
50,Butter Chicken,Main Course,16.64
13,Coke,Beverage,3.85
94,Chicken Burger,Burger,4.22
27,Mango Shake,Beverage,23.92
68,Paneer Butter Masala,Main Course,20.18
59,Brownie,Dessert,23.34
51,Butter Chicken,Main Course,17.07
15,Cold Coffee,Beverage,19.95
54,Brownie,Dessert,23.93
43,Fried Rice,Main Course,27.55
89,Gulab Jamun,Dessert,8.68
70,Mango Shake,Beverage,18.27
30,Chicken Burger,Burger,28.85
94,Farmhouse Pizza,Pizza,14.79
84,Coke,Beverage,28.71
78,Margherita Pizza,Pizza,6.18
30,Margherita Pizza,Pizza,9.18
11,Veg Burger,Burger,6.33
81,Gulab Jamun,Dessert,19.07
64,Fried Rice,Main Course,19.96
72,Ice Cream,Dessert,11.98
44,Gulab Jamun,Dessert,25.69
88,Farmhouse Pizza,Pizza,17.09
67,Cheese Burger,Burger,18.36
30,Cheese Burger,Burger,12.89
36,Cheese Burger,Burger,18.98
96,Butter Chicken,Main Course,15.52
78,Lemonade,Beverage,14.34
32,Chicken Burger,Burger,23.17
85,Fried Rice,Main Course,10.07
38,Coke,Beverage,20.99
27,Mango Shake,Beverage,20.78
88,Butter Chicken,Main Course,4.29
31,Paneer Burger,Burger,16.8
72,Cheesecake,Dessert,8.54
31,Pepperoni Pizza,Pizza,7.43
51,Cold Coffee,Beverage,26.34
35,Veg Burger,Burger,26.93
52,Farmhouse Pizza,Pizza,3.05
46,Cheesecake,Dessert,8.36
47,Farmhouse Pizza,Pizza,24.61
55,Lemonade,Beverage,24.1
59,Cold Coffee,Beverage,3.41
18,Chicken Burger,Burger,7.9
74,Chicken Burger,Burger,14.75
17,Coke,Beverage,10.04
92,Cold Coffee,Beverage,5.4
56,Brownie,Dessert,21.24
41,Brownie,Dessert,8.38
52,Pepperoni Pizza,Pizza,19.46
87,Veg Burger,Burger,15.94
27,Cheese Burger,Burger,13.59
1,Veg Supreme,Pizza,27.92
78,Margherita Pizza,Pizza,16.19
13,Fried Rice,Main Course,9.5
93,Fried Rice,Main Course,28.53
64,Pepperoni Pizza,Pizza,20.52
48,Coke,Beverage,20.01
8,Brownie,Dessert,27.58
79,Veg Burger,Burger,8.36
9,Cheese Burger,Burger,9.77
73,Gulab Jamun,Dessert,13.2
57,Margherita Pizza,Pizza,8.59
100,Brownie,Dessert,22.9
26,Chicken Burger,Burger,15.05
3,Paneer Butter Masala,Main Course,27.18
85,Veg Supreme,Pizza,22.09
17,Ice Cream,Dessert,6.93
20,Mango Shake,Beverage,12.08
18,Brownie,Dessert,15.68
25,Paneer Butter Masala,Main Course,12.94
1,Butter Chicken,Main Course,7.32
92,Gulab Jamun,Dessert,28.1
94,Biryani,Main Course,13.15
78,Gulab Jamun,Dessert,11.13
71,Lemonade,Beverage,21.6
87,Brownie,Dessert,4.37
60,Veg Burger,Burger,23.7
82,Veg Supreme,Pizza,17.64
97,Butter Chicken,Main Course,22.11
41,Veg Burger,Burger,3.72
41,Chicken Burger,Burger,28.9
83,Butter Chicken,Main Course,12.18
14,Cheesecake,Dessert,27.08
46,Farmhouse Pizza,Pizza,27.71
31,Coke,Beverage,23.78
28,Veg Supreme,Pizza,10.18
64,Fried Rice,Main Course,3.94
80,Paneer Butter Masala,Main Course,5.79
70,Veg Burger,Burger,20.27
95,Ice Cream,Dessert,24.31
29,Brownie,Dessert,3.02
45,Farmhouse Pizza,Pizza,13.9
38,Paneer Butter Masala,Main Course,12.25
25,Brownie,Dessert,17.32
94,Pepperoni Pizza,Pizza,6.53
20,Margherita Pizza,Pizza,20.68
95,Lemonade,Beverage,27.63
9,Veg Supreme,Pizza,24.22
29,Veg Supreme,Pizza,9.57
96,Chicken Burger,Burger,16.81
81,Paneer Burger,Burger,26.53
34,Chicken Burger,Burger,25.02
45,Lemonade,Beverage,28.22
31,Veg Supreme,Pizza,25.51
96,Coke,Beverage,24.79
70,Paneer Butter Masala,Main Course,17.44
12,Butter Chicken,Main Course,6.77
69,Mango Shake,Beverage,15.32
64,Cheese Burger,Burger,22.22
83,Paneer Butter Masala,Main Course,6.68
90,Paneer Burger,Burger,9.89
70,Biryani,Main Course,18.06
85,Ice Cream,Dessert,13.08
79,Ice Cream,Dessert,11.39
94,Farmhouse Pizza,Pizza,18.26
100,Ice Cream,Dessert,10.22
51,Pepperoni Pizza,Pizza,16.53
87,Cold Coffee,Beverage,22.0
35,Mango Shake,Beverage,23.37
62,Biryani,Main Course,25.15
27,Butter Chicken,Main Course,24.11
84,Biryani,Main Course,12.59
97,Veg Burger,Burger,8.21
89,Pepperoni Pizza,Pizza,3.95
74,Fried Rice,Main Course,14.64
64,Pepperoni Pizza,Pizza,22.9
91,Cold Coffee,Beverage,17.87
90,Butter Chicken,Main Course,20.51
20,Veg Supreme,Pizza,19.12
3,Veg Supreme,Pizza,8.81
17,Butter Chicken,Main Course,15.46
59,Cheesecake,Dessert,21.83
73,Farmhouse Pizza,Pizza,21.08
33,Veg Burger,Burger,20.52
34,Paneer Butter Masala,Main Course,21.85
14,Biryani,Main Course,23.69
55,Pepperoni Pizza,Pizza,15.45
25,Biryani,Main Course,12.73
52,Veg Burger,Burger,13.29
53,Paneer Burger,Burger,13.04
27,Brownie,Dessert,21.22
80,Coke,Beverage,15.34
18,Chicken Burger,Burger,7.2
31,Veg Supreme,Pizza,11.53
100,Mango Shake,Beverage,13.7
21,Chicken Burger,Burger,11.03
89,Cold Coffee,Beverage,13.03
82,Margherita Pizza,Pizza,6.57
70,Pepperoni Pizza,Pizza,4.72
27,Cheese Burger,Burger,21.35
87,Pepperoni Pizza,Pizza,13.89
87,Veg Supreme,Pizza,22.89
2,Veg Supreme,Pizza,21.99
27,Coke,Beverage,20.34
97,Veg Burger,Burger,8.55
42,Biryani,Main Course,26.07
23,Chicken Burger,Burger,7.54
14,Paneer Butter Masala,Main Course,29.06
69,Cold Coffee,Beverage,29.8
82,Veg Burger,Burger,4.74
48,Margherita Pizza,Pizza,20.91
82,Cheese Burger,Burger,10.39
70,Farmhouse Pizza,Pizza,24.39
34,Coke,Beverage,8.22
46,Veg Burger,Burger,18.85
73,Veg Burger,Burger,19.68
51,Gulab Jamun,Dessert,27.42
69,Brownie,Dessert,17.65
28,Paneer Burger,Burger,18.8
31,Paneer Burger,Burger,26.51
98,Coke,Beverage,19.38
75,Paneer Burger,Burger,17.89
4,Cheesecake,Dessert,5.51
35,Cheesecake,Dessert,22.42
12,Mango Shake,Beverage,21.7
96,Mango Shake,Beverage,27.46
22,Paneer Butter Masala,Main Course,3.36
14,Cold Coffee,Beverage,12.73
71,Veg Supreme,Pizza,27.2
46,Veg Burger,Burger,16.35
49,Veg Supreme,Pizza,7.21
63,Cheese Burger,Burger,19.54
14,Biryani,Main Course,24.52
60,Ice Cream,Dessert,24.29
33,Cold Coffee,Beverage,19.79
38,Cold Coffee,Beverage,17.88
57,Cheese Burger,Burger,19.61
73,Fried Rice,Main Course,8.96
43,Gulab Jamun,Dessert,28.37
40,Coke,Beverage,27.3
34,Veg Supreme,Pizza,9.22
3,Cheesecake,Dessert,9.13
79,Biryani,Main Course,26.44
93,Mango Shake,Beverage,4.88
53,Butter Chicken,Main Course,17.47
62,Lemonade,Beverage,4.46
17,Pepperoni Pizza,Pizza,9.29
4,Farmhouse Pizza,Pizza,26.58
65,Lemonade,Beverage,21.22
91,Fried Rice,Main Course,3.31
48,Cold Coffee,Beverage,13.3
8,Veg Supreme,Pizza,7.92
37,Lemonade,Beverage,28.65
72,Pepperoni Pizza,Pizza,26.6
70,Veg Burger,Burger,7.39
17,Farmhouse Pizza,Pizza,29.16
4,Veg Burger,Burger,18.91
98,Butter Chicken,Main Course,21.2
48,Margherita Pizza,Pizza,15.97
71,Coke,Beverage,14.17
40,Veg Burger,Burger,17.31
39,Chicken Burger,Burger,24.26
33,Coke,Beverage,28.36
92,Paneer Burger,Burger,21.34
99,Cheese Burger,Burger,19.76
10,Lemonade,Beverage,11.82
19,Pepperoni Pizza,Pizza,17.46
37,Veg Supreme,Pizza,19.15
81,Fried Rice,Main Course,26.5
6,Farmhouse Pizza,Pizza,28.39
86,Veg Burger,Burger,16.16
23,Margherita Pizza,Pizza,20.35
53,Chicken Burger,Burger,15.01
6,Pepperoni Pizza,Pizza,11.38
66,Mango Shake,Beverage,20.07
41,Paneer Butter Masala,Main Course,21.08
56,Ice Cream,Dessert,9.7
97,Paneer Burger,Burger,17.45
21,Ice Cream,Dessert,3.73
22,Cheesecake,Dessert,24.57
78,Cold Coffee,Beverage,13.58
80,Veg Burger,Burger,14.99
32,Paneer Burger,Burger,3.5
66,Butter Chicken,Main Course,18.54
95,Cheese Burger,Burger,25.72
17,Butter Chicken,Main Course,20.81
16,Paneer Burger,Burger,18.24
79,Veg Burger,Burger,4.01
38,Gulab Jamun,Dessert,29.32
87,Biryani,Main Course,19.26
65,Veg Burger,Burger,3.17
55,Pepperoni Pizza,Pizza,8.22
83,Butter Chicken,Main Course,24.33
43,Lemonade,Beverage,24.25
76,Veg Supreme,Pizza,4.36
85,Cheesecake,Dessert,3.67
71,Butter Chicken,Main Course,16.79
81,Ice Cream,Dessert,19.27
27,Mango Shake,Beverage,8.29
19,Pepperoni Pizza,Pizza,29.07
92,Cold Coffee,Beverage,15.11
37,Paneer Butter Masala,Main Course,21.14
28,Cheese Burger,Burger,6.23
6,Veg Burger,Burger,29.36
25,Veg Burger,Burger,5.74
100,Brownie,Dessert,18.05
37,Cold Coffee,Beverage,3.39
41,Margherita Pizza,Pizza,16.76
23,Paneer Burger,Burger,14.33
2,Paneer Butter Masala,Main Course,19.05
71,Paneer Butter Masala,Main Course,4.45
49,Ice Cream,Dessert,28.92
55,Mango Shake,Beverage,8.65
39,Cheesecake,Dessert,3.31
63,Ice Cream,Dessert,9.62
45,Paneer Butter Masala,Main Course,28.56
1,Farmhouse Pizza,Pizza,9.28
12,Paneer Burger,Burger,29.62
70,Gulab Jamun,Dessert,9.79
89,Cold Coffee,Beverage,19.24
85,Farmhouse Pizza,Pizza,9.81
72,Farmhouse Pizza,Pizza,16.66
84,Farmhouse Pizza,Pizza,12.01
61,Fried Rice,Main Course,20.94
74,Pepperoni Pizza,Pizza,4.99
55,Veg Supreme,Pizza,10.07
95,Veg Supreme,Pizza,5.24
95,Cheese Burger,Burger,4.06
96,Chicken Burger,Burger,3.01
26,Paneer Butter Masala,Main Course,6.94
22,Paneer Butter Masala,Main Course,9.09
76,Cheese Burger,Burger,28.26
69,Chicken Burger,Burger,11.27
97,Coke,Beverage,25.66
60,Fried Rice,Main Course,10.85
8,Ice Cream,Dessert,12.5
27,Paneer Butter Masala,Main Course,4.72
56,Brownie,Dessert,13.15
14,Farmhouse Pizza,Pizza,12.67
80,Farmhouse Pizza,Pizza,27.49
34,Margherita Pizza,Pizza,3.04
52,Margherita Pizza,Pizza,17.03
7,Margherita Pizza,Pizza,8.81
8,Ice Cream,Dessert,16.08
12,Margherita Pizza,Pizza,26.31
69,Farmhouse Pizza,Pizza,28.67
94,Gulab Jamun,Dessert,9.33
95,Brownie,Dessert,22.98
61,Cold Coffee,Beverage,13.55
7,Chicken Burger,Burger,8.61
98,Cold Coffee,Beverage,22.59
35,Lemonade,Beverage,28.02
59,Cheese Burger,Burger,29.65
42,Pepperoni Pizza,Pizza,23.92
64,Margherita Pizza,Pizza,3.43
50,Fried Rice,Main Course,8.23
45,Butter Chicken,Main Course,6.03
16,Paneer Butter Masala,Main Course,6.83
85,Paneer Butter Masala,Main Course,25.53
73,Paneer Burger,Burger,9.96
99,Lemonade,Beverage,23.12
79,Cheese Burger,Burger,17.76
16,Coke,Beverage,5.23
52,Farmhouse Pizza,Pizza,13.71
81,Mango Shake,Beverage,16.62
82,Butter Chicken,Main Course,14.45
59,Chicken Burger,Burger,11.43
11,Gulab Jamun,Dessert,6.0
43,Margherita Pizza,Pizza,27.18
7,Lemonade,Beverage,20.6
43,Veg Supreme,Pizza,4.18
75,Lemonade,Beverage,25.06
47,Pepperoni Pizza,Pizza,19.66
96,Paneer Butter Masala,Main Course,22.16
18,Veg Burger,Burger,22.04
61,Lemonade,Beverage,7.27
54,Chicken Burger,Burger,14.49
73,Mango Shake,Beverage,17.82
95,Coke,Beverage,28.43
57,Brownie,Dessert,16.53
83,Pepperoni Pizza,Pizza,25.97
49,Margherita Pizza,Pizza,26.76
3,Gulab Jamun,Dessert,26.63
16,Mango Shake,Beverage,28.43
23,Mango Shake,Beverage,17.9
46,Brownie,Dessert,11.73
84,Veg Supreme,Pizza,28.15
46,Mango Shake,Beverage,18.09
22,Brownie,Dessert,20.9
37,Cheese Burger,Burger,29.12
94,Biryani,Main Course,25.15
93,Paneer Burger,Burger,10.41
24,Margherita Pizza,Pizza,17.54
33,Cheesecake,Dessert,11.79
87,Farmhouse Pizza,Pizza,25.26
77,Coke,Beverage,23.16
1,Fried Rice,Main Course,28.51
95,Brownie,Dessert,3.2
97,Ice Cream,Dessert,17.84
22,Butter Chicken,Main Course,15.0
57,Cheesecake,Dessert,12.14
39,Butter Chicken,Main Course,19.58
2,Ice Cream,Dessert,14.06
37,Coke,Beverage,7.5
50,Mango Shake,Beverage,13.09
2,Biryani,Main Course,4.71
26,Mango Shake,Beverage,15.94
72,Mango Shake,Beverage,8.05
15,Margherita Pizza,Pizza,13.15
84,Veg Burger,Burger,17.39
80,Lemonade,Beverage,14.34
82,Ice Cream,Dessert,12.34
88,Cheesecake,Dessert,8.98
98,Cold Coffee,Beverage,15.13
14,Coke,Beverage,22.35
94,Farmhouse Pizza,Pizza,18.14
97,Gulab Jamun,Dessert,14.67
58,Brownie,Dessert,11.3
98,Margherita Pizza,Pizza,22.32
25,Mango Shake,Beverage,17.51
77,Mango Shake,Beverage,12.2
71,Butter Chicken,Main Course,3.49
74,Coke,Beverage,27.77
62,Chicken Burger,Burger,3.52
69,Fried Rice,Main Course,8.06
51,Gulab Jamun,Dessert,10.76
27,Cheesecake,Dessert,17.05
63,Pepperoni Pizza,Pizza,11.46
54,Ice Cream,Dessert,17.9
40,Fried Rice,Main Course,4.82
49,Brownie,Dessert,3.43
21,Paneer Butter Masala,Main Course,16.23
1,Cold Coffee,Beverage,12.67
47,Lemonade,Beverage,29.32
3,Fried Rice,Main Course,3.17
64,Coke,Beverage,26.37
52,Biryani,Main Course,17.96
57,Coke,Beverage,6.01
94,Butter Chicken,Main Course,14.02
40,Butter Chicken,Main Course,22.3
1,Ice Cream,Dessert,16.2
9,Margherita Pizza,Pizza,28.33
23,Cheesecake,Dessert,27.33
6,Cold Coffee,Beverage,19.47
8,Veg Supreme,Pizza,7.84
100,Chicken Burger,Burger,9.57
91,Chicken Burger,Burger,28.53
95,Paneer Burger,Burger,21.01
96,Mango Shake,Beverage,12.06
82,Margherita Pizza,Pizza,19.71
90,Coke,Beverage,5.75
90,Gulab Jamun,Dessert,22.37
24,Margherita Pizza,Pizza,22.21
61,Coke,Beverage,10.46
66,Cheesecake,Dessert,29.62
71,Cold Coffee,Beverage,7.7
13,Cold Coffee,Beverage,7.48
80,Paneer Burger,Burger,20.04
89,Ice Cream,Dessert,20.37
17,Ice Cream,Dessert,13.92
87,Mango Shake,Beverage,8.69
96,Cheesecake,Dessert,11.43
81,Ice Cream,Dessert,23.32
100,Gulab Jamun,Dessert,25.7
78,Fried Rice,Main Course,13.89
51,Cold Coffee,Beverage,8.58
49,Paneer Butter Masala,Main Course,27.36
61,Cheesecake,Dessert,10.64
67,Cheese Burger,Burger,6.88
71,Lemonade,Beverage,28.05
77,Ice Cream,Dessert,22.08
36,Butter Chicken,Main Course,25.27
84,Margherita Pizza,Pizza,4.91
13,Biryani,Main Course,27.62
99,Fried Rice,Main Course,8.16
53,Farmhouse Pizza,Pizza,11.07
57,Pepperoni Pizza,Pizza,23.68
19,Ice Cream,Dessert,17.98
67,Paneer Butter Masala,Main Course,16.8
54,Chicken Burger,Burger,26.21
74,Paneer Butter Masala,Main Course,13.05
98,Margherita Pizza,Pizza,26.24
1,Veg Burger,Burger,16.37
75,Lemonade,Beverage,17.87
50,Pepperoni Pizza,Pizza,28.44
89,Brownie,Dessert,24.13
12,Fried Rice,Main Course,9.39
78,Paneer Butter Masala,Main Course,23.05
28,Pepperoni Pizza,Pizza,17.59
98,Coke,Beverage,25.74
57,Ice Cream,Dessert,4.58
69,Lemonade,Beverage,7.63
28,Paneer Butter Masala,Main Course,3.32
96,Biryani,Main Course,25.64
66,Brownie,Dessert,11.51
79,Butter Chicken,Main Course,27.9
23,Paneer Burger,Burger,15.22
68,Paneer Burger,Burger,16.39
35,Veg Supreme,Pizza,25.7
38,Mango Shake,Beverage,14.82
1,Cheese Burger,Burger,20.23
16,Cold Coffee,Beverage,26.18
1,Coke,Beverage,17.49
22,Ice Cream,Dessert,24.43
90,Cold Coffee,Beverage,20.14
100,Fried Rice,Main Course,14.44
60,Paneer Butter Masala,Main Course,6.79
32,Paneer Burger,Burger,18.9
27,Butter Chicken,Main Course,7.87
85,Chicken Burger,Burger,18.68
27,Paneer Burger,Burger,14.42
85,Cheesecake,Dessert,12.9
90,Cold Coffee,Beverage,13.1
47,Pepperoni Pizza,Pizza,29.4
80,Cheese Burger,Burger,14.6
60,Paneer Butter Masala,Main Course,28.88
2,Chicken Burger,Burger,24.52
36,Paneer Burger,Burger,3.76
10,Lemonade,Beverage,27.9
11,Cold Coffee,Beverage,29.6
76,Butter Chicken,Main Course,6.68
82,Veg Supreme,Pizza,25.62
89,Cheese Burger,Burger,8.65
77,Mango Shake,Beverage,18.95
17,Paneer Burger,Burger,12.71
7,Coke,Beverage,4.67
76,Margherita Pizza,Pizza,5.77
12,Lemonade,Beverage,10.05
2,Cold Coffee,Beverage,16.05
75,Pepperoni Pizza,Pizza,25.66
61,Cheese Burger,Burger,8.5
80,Biryani,Main Course,6.29
43,Pepperoni Pizza,Pizza,10.87
25,Farmhouse Pizza,Pizza,17.44
72,Mango Shake,Beverage,15.36
6,Ice Cream,Dessert,8.07
73,Gulab Jamun,Dessert,13.86
100,Chicken Burger,Burger,9.87
52,Fried Rice,Main Course,8.31
66,Farmhouse Pizza,Pizza,9.36
86,Lemonade,Beverage,25.24
31,Farmhouse Pizza,Pizza,26.63
46,Biryani,Main Course,26.2
95,Paneer Butter Masala,Main Course,21.4
59,Veg Burger,Burger,29.97
44,Cold Coffee,Beverage,11.69
24,Cold Coffee,Beverage,9.96
82,Cheese Burger,Burger,14.41
72,Farmhouse Pizza,Pizza,12.86
100,Mango Shake,Beverage,26.34
26,Chicken Burger,Burger,23.16
28,Mango Shake,Beverage,27.16
74,Farmhouse Pizza,Pizza,20.28
93,Mango Shake,Beverage,20.97
71,Lemonade,Beverage,25.68
51,Cheese Burger,Burger,22.94
32,Paneer Butter Masala,Main Course,29.65
68,Lemonade,Beverage,10.94
79,Biryani,Main Course,27.63
68,Cheesecake,Dessert,21.54
83,Lemonade,Beverage,19.11
78,Ice Cream,Dessert,4.31
56,Veg Burger,Burger,6.27
13,Veg Burger,Burger,22.08
42,Biryani,Main Course,8.66
32,Fried Rice,Main Course,18.37
43,Fried Rice,Main Course,13.52
33,Cheese Burger,Burger,27.32
25,Veg Supreme,Pizza,21.67
64,Veg Burger,Burger,20.62
59,Fried Rice,Main Course,3.73
68,Chicken Burger,Burger,9.03
51,Paneer Burger,Burger,19.38
49,Cheese Burger,Burger,10.21
7,Lemonade,Beverage,16.37
84,Cheese Burger,Burger,3.87
34,Cheesecake,Dessert,7.75
53,Cheese Burger,Burger,8.24
67,Chicken Burger,Burger,28.8
76,Veg Burger,Burger,29.65
8,Farmhouse Pizza,Pizza,3.47
28,Veg Burger,Burger,29.36
28,Farmhouse Pizza,Pizza,6.49
47,Farmhouse Pizza,Pizza,9.89
10,Butter Chicken,Main Course,11.94
86,Pepperoni Pizza,Pizza,15.66
26,Margherita Pizza,Pizza,25.85
3,Veg Supreme,Pizza,25.91
88,Mango Shake,Beverage,14.2
40,Pepperoni Pizza,Pizza,7.68
